activityId,activityName,windowDist_m,bestPace_s_per_km
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7717.4,329.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7734.2,329.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7747.7,330.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7762.1,331.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7776.0,331.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7790.3,332.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7804.4,333.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7818.3,333.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7832.4,334.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7848.9,335.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7863.2,335.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7876.9,336.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7890.8,337.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7904.3,337.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7917.9,337.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7932.0,337.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7946.9,337.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",7980.1,338.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8021.8,337.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8062.7,337.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8102.1,337.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8140.2,337.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8176.0,337.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8193.2,338.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8208.3,338.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8221.5,339.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8239.4,339.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8252.7,339.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8266.1,339.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8296.8,339.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8336.1,339.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8376.4,339.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8411.5,339.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8450.4,339.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8487.3,339.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8506.9,339.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8520.3,340.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8534.5,340.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8548.1,341.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8562.6,341.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8575.6,341.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8605.6,341.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8643.5,341.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8681.1,341.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8719.7,341.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8757.4,341.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8797.6,340.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8816.7,341.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8831.0,342.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8845.5,342.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8858.3,343.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8871.4,343.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8885.1,343.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8917.7,343.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8955.9,343.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",8996.6,343.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9033.7,342.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9069.5,342.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9102.4,342.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9119.1,343.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9129.9,343.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9142.3,344.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9153.6,345.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9167.6,345.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9180.8,345.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9209.8,345.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9248.1,345.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9286.2,345.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9323.5,345.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9358.8,344.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9395.0,344.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9410.9,345.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9426.4,345.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9440.9,346.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9455.0,346.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9470.2,346.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9484.8,346.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9519.2,346.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9557.4,346.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9597.3,346.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9637.7,346.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9672.5,346.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9707.4,346.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9726.1,346.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9740.1,347.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9754.1,347.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9767.1,347.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9780.2,347.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9793.3,347.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9828.8,347.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9871.5,347.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9910.6,347.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9948.0,347.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",9984.5,347.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10018.7,347.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10036.0,347.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10048.5,348.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10062.0,348.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10076.1,349.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10089.9,349.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10104.7,349.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10136.0,349.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10176.9,349.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10216.2,348.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10254.2,348.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10292.8,348.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10329.5,348.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10350.1,348.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10362.5,349.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10376.4,349.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10390.8,350.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10403.5,350.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10417.2,350.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10446.4,350.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10487.5,350.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10528.0,350.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10563.5,349.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10599.4,349.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10638.4,349.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10659.8,349.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10674.3,350.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10690.2,350.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10704.4,350.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10714.3,350.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10729.0,350.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10761.4,350.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10804.1,350.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10844.8,350.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10885.7,350.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10922.0,350.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10960.7,350.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10976.3,350.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",10989.6,351.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11003.3,351.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11017.3,352.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11030.3,352.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11044.3,352.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11069.6,352.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11105.6,352.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11143.9,352.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11186.0,351.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11225.5,351.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11263.6,351.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11283.6,351.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11296.2,352.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11308.7,352.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11322.9,353.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11336.2,353.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11348.3,353.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11381.3,353.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11420.1,353.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11461.3,353.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11499.8,352.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11535.3,352.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11569.9,352.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11587.6,352.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11602.5,353.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11615.3,353.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11628.0,354.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11641.4,354.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11655.1,355.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11677.5,355.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11704.4,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11731.8,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11759.0,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11785.5,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11814.0,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11841.7,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11868.6,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11896.0,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11922.6,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11951.6,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",11981.1,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12011.1,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12037.4,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12067.5,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12095.6,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12125.3,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12153.0,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12180.9,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12210.7,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12239.3,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12265.7,355.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12292.5,355.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12317.5,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12344.4,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12373.1,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12401.4,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12424.8,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12455.6,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12482.8,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12510.4,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12540.0,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12569.0,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12597.7,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12625.6,355.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12651.9,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12679.8,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12708.3,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12733.9,355.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12758.8,355.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12786.4,355.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12812.1,355.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12838.8,355.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12865.5,355.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12891.3,355.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12919.0,356.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12943.2,356.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12970.5,356.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",12995.7,356.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13020.2,356.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13047.4,356.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13075.0,356.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13101.4,356.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13128.5,356.4
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13152.1,356.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13178.6,356.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13204.2,356.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13231.5,356.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13259.7,356.6
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13285.8,356.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13312.1,356.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13339.7,356.7
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13366.5,356.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13392.4,356.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13419.8,356.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13448.0,356.8
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13473.9,356.9
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13499.6,357.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13526.2,357.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13552.2,357.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13579.9,357.0
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13607.3,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13634.0,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13661.2,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13686.6,357.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13714.8,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13743.7,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13774.0,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13802.2,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13829.1,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13858.5,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13886.0,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13913.3,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13940.6,357.1
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13967.8,357.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",13994.0,357.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",14020.3,357.2
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",14045.7,357.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",14073.3,357.3
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",14098.8,357.5
17315975185,"20 mins tempo, 12 x 1 min with 1 min gaps",14101.4,357.6